LSOA_code,workplace_density_log,pop_density_log,food_poi_density_log,shop_poi_density_log,night_poi_density_log,theft_rate_log,burglary_rate_log,violence_rate_log,betweenness_rank,intersection_density,imd_score,population
E01000013,0.021583182335700637,0.15212394985933597,1.2270556836866282,1.4362197185994015,0.8204177436380181,0.9092293472639524,0.5990221652131978,1.2455014297845985,1.3234818662749253,-0.2105911144737487,1.3218298841766767,0.3167579042424478
E01000014,-1.3924247293724366,-0.6021225247951554,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.28462558012825495,-0.8478815897269135,0.3904504748603797,0.3360751705372281,-1.1779106904339354,1.189455713712432,-0.0675526837127432
E01000015,-0.6708807352538578,0.10081921807443642,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.690681565521171,-0.25459609119954535,0.1850533839301877,-0.82011263960744,-1.0008263674725417,1.0966585932848512,2.0685736676715267
E01000016,-0.3173730135099873,0.2214344549636887,-0.9486118186152631,0.08228211297340375,-0.6570200019397111,-0.398252555870379,-0.8767016990336943,-0.3567127146190835,-0.08773643832609061,-1.1444046623851154,1.0556066221288087,0.2527061395832493
E01000017,-0.5309526977932614,0.3932101013396368,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.6275942200679925,-0.5834625141866383,0.31204425259545576,0.3011293010344632,-0.2587211224055607,1.3221986144565214,-0.16042774246858102
E01000018,-0.062098566224150484,0.3317881499685623,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.9263460753428358,-0.4228936626341932,0.3516411615027877,-1.3777594933749648,-0.9248885573566767,1.0844904940499762,0.01251202211125492
E01000019,-0.30612694964818843,0.1739598694310962,-0.9486118186152631,-0.1983699100413408,-0.6570200019397111,-0.6105938402354325,-0.4623928840139066,0.039881130851954494,-1.4558300529024182,-0.35755027757969726,1.0960440428184433,-0.3685959776109762
E01000020,-0.2807517802319232,0.5050555464727375,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.4006873039789614,-0.22490360625900627,-0.45395672237089063,-1.5212606170778078,-0.910958171084691,1.2054340258390355,1.3415861387896237
E01000021,-0.27651553228547,0.28370798445531176,-0.9486118186152631,-0.1723652040007036,-0.6570200019397111,-0.27775451449793864,-0.4991025014061723,1.0065883381204437,0.6030021312072834,-0.03902788016805849,1.3171593006319773,-0.25330280122441884
E01000022,-0.4785141137291966,0.49081033812579794,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.745965313183075,-0.9957315540488131,0.14488344245122253,-1.1881595630940063,0.47292962303667907,1.1343919919222913,-0.9450618595437627
E01000024,-0.5314422247190913,0.5026236063282622,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7285522072281444,-0.7790839053478422,0.3354850695556217,0.20818815873987595,0.188987764267892,0.8596879334379953,-0.9194411536800833
E01000025,-0.34181639894719257,0.6302204632429574,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.8682079137768706,-0.36548023897787746,0.14419604941242314,0.23421167858236025,-0.7609429586441261,1.2321055160811347,0.4736847276574841
E01000027,-2.4184897406745245,-2.365680389109659,-0.6523710810993918,-0.5931815164494056,-0.22330897956170728,-0.4327330070729138,-0.643383331952282,0.9211214039541273,1.5703335402093497,-1.3083509900332846,1.257424995297137,0.992504021396992
E01000028,-0.38744419223767324,0.5868541104969354,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.5779657394776593,-1.3904095112400046,0.568814654288614,-1.0067384533349715,0.03021185200724718,1.3627589452394375,0.14381813966261184
E01000029,-0.9650207932748662,-0.148228877561116,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.676215773011659,-0.9094144382593917,0.11461619974284296,-0.17472934751382466,-0.37713921237325054,0.36116459508797094,0.1502233161285317
E01000030,-0.7475396909391965,0.16275033348928084,-0.08120223285822524,0.09961186874817977,-0.6570200019397111,0.07109726902427928,-0.39041070052166577,1.012215927378651,0.26841401894676853,-0.3544788124957123,1.2988456967330242,2.532948961450716
E01000031,-1.6409391769839152,-1.8209831141610464,-0.9486118186152631,-0.7608274614917281,0.000521349202194049,-0.3962404016263607,-0.045732949734551866,0.784932791109937,1.2811007053885934,-1.3151573919339772,0.3761596264683218,-0.006703507286504631
E01000032,-0.538078913751471,-0.5172936461325305,-0.9486118186152631,-0.49804511314858213,-0.6570200019397111,0.729901197536908,0.4605247417217322,0.613671183081308,1.104140770459699,-0.3760493339502284,0.8960693210493383,0.9796936684651523
E01000033,-0.9130042432054903,0.4055983835043448,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7839926080272689,-1.144301318222567,0.2886487796329866,-1.3405830364571298,-0.693062399889746,1.284219395632518,-0.7336910361684076
E01000034,-0.9718522920885897,-1.3091763966146837,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.4174122058150205,-1.0966225956339457,0.5096619882299663,-0.8461361594499244,-1.022115166102655,1.1986739707085494,-0.63120821271369
E01000035,-0.07403411431342023,-0.7216541386618679,0.6517441923088891,0.7266825629309328,0.8598382165083343,0.44753866307191925,-0.1759669900663941,1.0964672609103288,0.6788421033196665,-0.48572360384716745,0.6461931014079183,0.2783268454469287
E01000036,-0.8829963249062704,-1.1574443549602418,-0.25814780692739214,-0.09253202620783894,-0.6570200019397111,0.070465942533929,-0.5579282283367971,1.102373450222108,-0.7137879728224318,-0.6107216580597681,0.03680485891792307,-0.9674799771744821
E01000037,-0.4362113972408996,-0.15747057839629394,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7036183418300507,-0.292761502381682,0.38428441259067697,-1.2699477683132434,-0.2711261693966886,-0.09839624369179754,-0.2436950365255391
E01000038,-0.5681986690587822,-0.07070161659959967,-0.9486118186152631,-0.2652289074517403,-0.6570200019397111,0.14821700723136919,-0.3645779589161829,-0.6251364182843211,-0.8587761548019883,-0.3296729356635342,0.08068376221944148,-0.4999020951623331
E01000039,-2.8595800400616636,-2.6392524246831406,-0.6590109645938407,-1.1642713888564094,-0.6570200019397111,-1.0322957572391795,-1.7674476907047316,-0.01590033526153734,-0.7487338423251969,-1.7690823802814248,0.34235935081589164,-0.06435009547978328
E01000040,0.00552295403390122,0.441729317158923,1.2782664110236133,1.1202808842672543,0.9682886566043055,-0.15366638924187934,-0.15224683802356387,0.5687633052643679,1.4156794794311562,0.2055575511120564,1.1429956984520009,0.3423786101061272
E01000041,-0.47039192588779893,0.5641558857287514,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-1.0018902203506506,-1.1227631387509227,-0.10901819946406267,1.139086639962464,-0.6465869034936255,1.0725682150016644,0.22388284548660997
E01000042,-1.1257479142098514,0.015816215177739318,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7582281297599693,-0.42429195799668157,0.8203920957729725,0.9063620196568168,-0.06891020133916462,1.4116771623655,0.351986374805007
E01000043,-0.43201692892812,-0.441548981039372,-0.9486118186152631,0.13106164454516528,-0.6570200019397111,-0.39496566769114794,-0.33269723517782795,0.12752940974836202,1.686324085792995,-0.6637255444934763,0.7786901819654445,-0.7529065655661672
E01000044,-0.17473350847293992,0.47730199062498824,-0.9486118186152631,-0.18034074593896324,-0.6570200019397111,-0.502396528921278,-0.1697273924056602,0.2197678942390829,0.6505879960621122,-0.9309636875712881,0.7992161675434657,0.691460727498759
E01000045,-0.6669230902589454,-0.4514151628484493,0.5816639827918244,0.6611510457367786,0.5771077466550607,1.5556084848875158,0.28360811680534914,1.2590948856224737,1.7279617175409703,-0.006023826081245531,1.1908077247385294,-0.1572251542356211
E01000046,-0.470709507151746,0.5981247407563519,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.8095289700206494,-0.3086342155555263,0.18132313896240979,0.5286492173716134,-1.1690953303570273,0.8836554016279003,0.5889779040440414
E01000049,-0.7878640885221309,0.19235074761402982,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,0.9252186147533162,-1.2951659262176238,-0.013468292683126354,0.8558020382485614,-0.9520098123874265,1.4011068943432856,0.6434219040043602
E01000050,0.3109702633242618,0.6885663009958696,0.8453909563443284,0.9988014896081562,-0.6570200019397111,-0.379557641608764,-0.8070630536272888,0.30756622867519884,1.5785123607312734,0.026745043159032717,1.147174641623574,0.2142750807877302
E01000051,0.5977023680369586,1.0068927936004581,-0.9486118186152631,0.27282121921128294,-0.6570200019397111,0.4827960053998615,0.5334454326866441,1.3294251203044523,1.626098225586102,1.4059401034775074,1.2413237730772522,-2.130019505738935
E01000052,-0.32035522897573016,0.525690245375746,0.07932255494175944,0.40539595515698296,-0.6570200019397111,-0.5849760503974857,-0.5938800493747515,0.40842582596231347,0.9769972878007035,0.14086998556138094,1.0789595398523057,1.9084442560235306
E01000053,-0.20702331024035706,0.16894655750309398,1.3160740601742447,1.162573931072328,0.9320135763138696,0.2621098820529339,0.32393392475885,0.6947187423241353,1.6142017593723952,0.30643953020040604,1.3616527543999035,-0.49669950692937315
E01000054,-0.18016274294911078,0.42205478921350065,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7531200188762851,-0.722029694527001,0.4469617207375128,0.2394163825508571,-0.5816020277091893,0.8853761429338423,0.3167579042424478
E01000055,-0.4894811375477573,0.49937811096314505,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7659401682178674,-0.8045331759417202,0.44289271074148223,0.5546727372140977,-0.8596718614532138,0.9492893914402556,-0.21487174242889975
E01000056,-0.5047898828113153,-0.21655541413043863,-0.022127790422580125,-1.1642713888564094,-0.6570200019397111,0.494337172239712,-0.24963190530625548,1.0452799067248477,0.7836797118279615,-1.1011630444426532,1.1991656110816755,-0.22447950712777953
E01000057,-0.31123273229307835,0.3770902703627599,0.8134170050633645,0.22117973768128094,-0.6570200019397111,0.9518226902081639,0.5554717967091503,0.6266186896033701,1.6127147010956817,-0.21571442786316852,1.058925194647411,-0.7112729185376881
E01000058,-0.5773745382630642,0.515688792003046,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-1.057365108665869,-0.45993713973176,0.6109830774337055,1.1271901737487566,-0.6684118680289851,1.001894911364765,1.162241197743868
E01000059,-0.4650289062004911,0.025224372932110512,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7108444608770216,-0.8093153145386197,0.07073970935284506,-0.21785403753851307,-1.198519551089107,1.0296725924463985,-0.19885880126410013
E01000060,-0.6706613944522047,-0.9580814678358415,-0.06776511788712479,-0.37301701378432195,0.21397040747019622,1.3688636721968732,0.5885859007352396,0.9708164493012926,-1.0558113764665138,-0.8815427130096612,1.2109649800367057,1.3063576682270646
E01000061,-1.123959924410195,-1.2567090594972719,-0.388455893047753,-1.1642713888564094,-0.6570200019397111,0.0216542680568016,-0.1950288170599333,1.837196274271563,0.2907198930974695,-1.3846699896320511,1.539503659378327,0.48969766882228377
E01000062,-0.5553626707952688,0.27509560604172884,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.6273007811387071,-0.03319001577595151,0.4246702443600858,-0.29964224275775003,1.4718785360736637,0.6817141183662904,1.4280560210795419
E01000063,-0.3672093342190406,0.26446277071857527,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7265840014255281,-0.8113645095956509,0.07634546018375149,-1.624611167309389,-0.9781089125540274,1.0825239325574711,0.01891719857717477
E01000064,-0.11712995477382433,0.42581069726581855,-0.9486118186152631,0.24449555865666397,-0.6570200019397111,0.28950744150491925,-0.09500751418196361,0.717138023036698,-0.47288453199486113,0.7655931374171406,1.1721253905597315,1.677857903250416
E01000065,0.2695362841646605,0.09064441831614051,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.5128943467423601,-0.20499517237699794,0.3759614551125477,0.008922349660280167,-0.06250393333475224,1.35587598001567,0.6722451981009995
E01000066,-0.010746325822094659,0.3223155126053567,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.8722152690551482,-0.5275313471489319,-0.21423132144533666,0.4766021776866445,-0.32973841083282346,0.6143593872479932,2.3279833145412807
E01000067,-0.5633177548800415,0.5066139204634813,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,0.07015449446345741,-0.11715331971617662,-0.11969349791842283,0.7955761780416684,0.7209226641784725,0.21563904464259895,1.4889051975057803
E01000068,-0.4991156078017646,-0.5744477240126062,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.2490423298542642,-1.2963040429483386,0.1535208488201643,1.6603005659505103,-1.2362478920919617,0.6030516586660893,0.0733611985374935
E01000069,-0.09506728136539089,0.39567841730741193,0.09194271584062196,0.08413954741694737,-0.6570200019397111,-1.2767176376370095,-1.4527288732314416,-0.7642877551844707,0.6535621126155389,-0.7584330207282902,-0.2768616991366288,1.0373402566584309
E01000070,-0.694921684114643,-0.5785934123454565,0.4343645471598304,0.07804024055227607,0.40291659876413394,1.396021696741106,0.7353178505724285,0.3897518038994848,1.4766488687764054,-0.9160857738805273,0.22080126856042465,0.9636807273003527
E01000071,0.07377982391632246,0.24932521311609493,-0.06019286403098453,0.3679068666108408,-0.6570200019397111,-0.3573963247726701,-0.9645974942566323,0.14621979160824752,1.3480183278406963,-0.5518909705572806,-0.00523039298437189,2.6738628437009524
E01000072,-1.57531754799278,-0.9063950718117374,0.405872912182218,0.474912883917216,0.24238641178566966,0.6687217520516957,-0.26807201419751636,0.37727105241981523,1.188159563094006,-1.1794174406719553,1.3954530300523336,1.210280021238267
E01000073,-0.8042011877632638,-0.2785540989486605,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.37150965699248334,-0.16546604881744936,0.23167962500366374,0.3323575248454448,-1.2753635036014612,1.312980357460404,0.24309837488436953
E01000074,-0.22998890253796053,0.39051126521186746,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.6465021868892876,-0.5640014615190774,0.4337000867045177,0.6282821219114112,-0.5258441183845494,1.162415493190488,-0.04193197784906381
E01000075,-1.4422345283649434,-0.9346168586762336,0.4122861214559184,0.05820744681134093,-0.6570200019397111,0.589424012944597,-0.2494444575245539,0.5676205756088556,1.2201313160433442,-1.096821056976978,1.2429216042899125,0.9860988449310721
E01000076,-0.22333482481493824,0.47507536605564576,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7779832182753278,-0.6126744545304487,0.0793906124777454,-0.34797163675093556,-0.6249025197436748,1.2139148222754634,1.2455084918008261
E01000077,-0.24480640339815438,0.2834227370192263,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.2553552659798784,-0.3162529509704346,0.3306312586846634,0.32343517518516424,-0.6059782061899439,1.3963134007053046,-0.1700355071674608
E01000078,-0.18534332780442314,0.4364658105590381,-0.9486118186152631,-0.17341554545626484,-0.6570200019397111,-0.557692480217507,-0.25693314193897193,0.6416650173744279,0.8505973342800645,-0.2612699619264724,1.1619238528173617,0.4064303747653257
E01000079,-1.158574157639299,-0.5029617623849055,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.4806740782572998,-0.1687901154190095,-0.5477888467146782,0.990380812291124,-0.8562792862081774,1.1394313057468355,-0.17964327186634058
E01000080,-0.16660713885127007,-0.06779993374418627,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.690214779379725,-0.4750463010504574,0.2823580757411775,0.7093267979922915,-1.2799661119104493,1.0731827654680723,0.015714610344214845
E01000081,-0.47486765991554425,0.37976323017112584,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7658301364722948,-1.165444606418935,0.07248411318057879,0.7732703038909674,-0.5980136615593479,0.932819438940526,0.65302966870324
E01000082,-0.3142421326684439,0.5146463657365891,-0.9486118186152631,0.364968618292269,0.9940602267041346,1.4128925881093821,0.1288887877634717,0.4359304875026095,-0.19331757597274213,-0.4004312833251007,0.7654158918910355,0.45126661002676466
E01000083,-0.7071970469278609,0.39257690561559944,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.8485702685359502,-0.31947077355985765,0.27214563204881814,1.2015430875844266,-0.43839105745376256,1.132794160709631,0.4704821394245242
E01000084,-0.40029092004066386,0.220431692618111,0.7913590830972633,1.1736421849813923,-0.6570200019397111,0.6067846302561056,0.10036136973284707,1.406508617446742,1.2245924908734844,-0.7764315917129304,1.3535406882433203,-1.0699628006291997
E01000085,-0.285638359573321,0.47635376340574376,1.2053470982530177,1.2690948428573154,1.083094366712513,0.040256561970598036,0.0415932610274774,0.891249228923058,-0.30782106327967385,-0.19239515354920322,1.166348616175498,-0.40382444817353536
E01000086,-0.35057636411022325,0.3556419060375263,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.775134304110931,-0.40682280055596975,0.3859476372469167,0.44463042473730635,-0.5241437201728432,1.2912252709495673,-1.0347343300666405
E01000087,-1.0602789772950445,-0.8273812323711395,0.7624135390052078,0.679904226509145,0.43545372011453626,0.5216031439788051,0.49049886263985387,1.086621926095539,1.5770253024545602,-0.95591636060877,1.1314421496835338,-0.4358503305031346
E01000088,0.005859033262041909,0.1268881189474177,0.026212817057392583,-0.28859772479383083,-0.6570200019397111,-0.3725079729800492,-0.15811064174172473,0.8323267904910302,0.23644226599743037,-1.3355416854260747,0.8300666009571384,0.64982708047028
E01000089,-0.5815799950853238,0.557255754499014,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.8440240126221658,-0.14229587467280064,0.6562007448755037,-1.600074705743618,-1.3828704705195032,0.8381786671137216,0.16623625729333133
E01000090,-1.0240619392077053,-3.003313276442762,-0.7101487061052872,-1.1642713888564094,-0.6570200019397111,0.5204361730481268,1.3081235579483446,1.0454853867569898,1.0654772552651506,-1.4441945518650758,0.7933164830659507,-0.2084665659629799
E01000091,-0.6914828691112291,0.06958211180728337,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.5096109987782621,-1.3155451868182813,0.7401027210832367,-0.04832939399318568,-0.34270319487730716,1.4329406085032108,1.0213273154936313
E01000093,-0.37384617012069965,-0.351437300713267,0.4426070715823359,0.6208817810803895,0.5932606820158567,-0.2008022876283261,0.23113076866376672,1.095978210469639,0.9085926070718869,-0.6590674956903948,1.555850701784775,0.11819743379893244
E01000094,-0.9252847404490879,-0.9111309167488222,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.31275975996007416,-0.6584408273334026,0.7294959645975009,0.7918585323498851,-0.6321394100987774,0.7863106077489015,2.2062849616888034
E01000095,-0.7957022352351962,-2.855490285710752,-0.46868392811542864,-0.015170861188355653,-0.6570200019397111,2.1044415854713288,1.9238309955815684,1.7573567262114085,1.1457784022076742,-1.277959950797013,1.0254936492748254,1.5305388445342594
E01000096,-0.8391483304143764,-1.4439961264503773,0.08175344010407432,0.1469785014826011,0.16907297578878086,0.2063033289821217,0.5011694877102557,0.8490504475069071,1.6580699785354402,-1.0030427750243287,1.3926260979068577,-0.36539338937801624
E01000097,-0.2904200610712668,0.3862282885942841,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.6803648567317946,-0.2447459091233659,0.6465516081631429,1.2558207146844658,-0.4569503508585009,1.2858172268451784,0.5153183746859632
E01000098,-0.311934891048218,0.4478200110212203,-0.9486118186152631,0.3350960781092292,-0.6570200019397111,1.0310446351565987,0.28168184713265165,0.48669455452367605,-0.5063433432209127,-0.17260604266897653,1.3363332751839012,0.5249261393848429
E01000099,-0.0023834951797054287,0.14972739319750228,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.5746895156346502,-0.09852249154341625,0.03949337053265651,-0.05725174365346604,-0.13519069689389937,0.8547715297067328,3.2215054315371
E01000100,-0.363207763509506,0.18989342937415543,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7679574802711056,-0.953758037239422,0.34333115329629854,-0.49593393528391894,-0.7597414326271523,1.0048447536035225,0.5441416687826025
E01000101,-0.4104586449474663,0.3731804723982283,1.1450498145348234,1.067336469439709,-0.6570200019397111,-0.44214830248499454,-0.19832080083947884,0.4041079585519211,0.01040940793699372,0.5514062718515913,1.376770695873536,-0.2340872718266593
E01000102,-0.7612122376414088,-0.18199638374598864,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.7295343950284762,-0.43062086942011735,0.26017294606146396,-1.6082535262655417,-0.7531773751572014,1.4467065389507459,0.03813272797493432
E01000103,-2.03360377383747,-1.5619164660075364,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.8398864088601857,0.1546380755085761,0.16600370990780178,0.5531856789373846,-1.2525335054212572,1.059416835020537,0.002904257412375144
E01000104,-0.7162055339980973,0.13544884062130785,-0.9486118186152631,0.0367682168590635,-0.6570200019397111,0.07473670347248187,0.12698613067217313,0.5550973685069079,1.2699477683132432,0.07264573319789158,1.1461913608773215,0.4576717864926845
E01000105,0.10030156558016354,0.35711685096397344,0.7394500885589202,1.0137228862167114,-0.6570200019397111,1.4284390525323578,0.9630576938929819,1.1669123393401006,1.2179007286282741,0.2542907861193524,1.487021049547099,1.7931510796369732
E01000106,-0.4769926112346014,0.29913502210386916,0.9690197892121684,0.2186343556828522,0.780986319831224,-0.2381576887923761,0.5910330869750333,1.147145629290075,0.8037549985635923,0.36707376834651617,1.4715343777936218,1.3928275505169827
E01000107,-1.4365212623973633,-1.2015174721641502,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-1.0730949206251708,-0.061844547408318955,0.14540223332317714,-1.4238582999530802,-1.239779700064584,0.7942997638122031,0.04453790444085417
E01000108,-0.6991387405963464,0.001727682410623757,0.549788955338483,0.8677670625937709,-0.6570200019397111,0.47308066159812134,0.014898251874276148,0.7853595825439053,-0.5509550915223146,-0.9051459186792562,0.7850815068160859,0.4576717864926845
E01000110,-0.3389390009328358,0.05510277463621401,-0.9486118186152631,-0.21381264591727575,-0.6570200019397111,-0.8693414429463521,-1.7222343329889909,-0.24365944707668954,0.8795949706759755,-0.2164710377002918,-0.12752593579952826,-0.6376133891796099
E01000111,-0.02456016367092866,-0.155737593908375,-0.10833829045242468,0.20744384914675365,-0.6570200019397111,0.23906840813181582,0.900777835424179,0.7337743565835063,1.4892888641284694,-0.08009374414001907,0.8337539037555853,1.2262929624030665
E01000112,0.002497152078872039,-0.15871008098231515,-0.9486118186152631,0.2493462218479556,-0.6570200019397111,-0.07738422731723954,0.5010078612532589,0.4179827842359938,1.6736840904409311,-0.5139542681424376,0.541104971652181,0.6370167275384403
E01000113,0.1437576577277981,0.644463344882275,-0.9486118186152631,-0.12692365733220767,-0.6570200019397111,0.08216034799305189,0.45026392610387095,0.5595729034828323,1.5651288362408529,0.7766198918042072,0.5809278418754077,0.7074736686635587
E01000114,-0.040010216656109196,0.2219831941415933,1.0463123410710087,1.224756552758292,-0.6570200019397111,-0.12548254962748617,0.3157294692861228,0.7674728887996727,0.9398208308828685,0.25892916861511295,0.42679858490032624,2.0717762559044868
E01000115,-0.7410504153872157,-0.645564905538887,-0.07525316617117955,-1.1642713888564094,-0.6570200019397111,-1.371869215872099,0.15563996128354893,-1.488956681927894,1.252846598131039,0.0014000468316267606,-1.701881320643084,-1.2076740946464766
E01000116,-0.2876489966315051,-0.1627343935465396,-0.9486118186152631,-0.3259525571658301,0.7092895639972161,-0.5893358983536657,0.10443677289017606,-1.1296489979762712,1.2468983650241852,0.9685358457167147,-1.4737601875125008,-0.08676821311050276
E01000117,-0.6958564171159387,-0.5700105338343634,-0.9486118186152631,-1.1642713888564094,0.5164274470328778,0.007808530070173895,0.5842921132644961,-0.3839473126529513,0.02825410725755444,0.664326830507707,-1.1836923673680093,-0.11559150720714208
E01000118,-0.4074288097886242,-0.1486048489041426,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-1.0028321124028252,-0.6651047782161876,-1.2840453712905608,0.8431620428964975,1.1441566592491152,-1.157266697312473,0.8868186097093145
E01000119,-0.7209756791366948,-0.7917454998983772,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.9124814257741163,0.21035602825898414,-1.1556074174069941,-0.7018915066087247,-0.8821771553121766,-0.9008762427271302,0.06695602207157364
E01000120,-0.5639584218068363,-0.3596840322965861,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-1.34076590667197,-0.46050991253505275,-1.009716230470227,1.1517266353145277,-0.3868806179054344,-1.7507995377691465,-0.887415271350484
E01000121,-1.234313397066109,-0.9716057664366167,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-0.5618499284245984,-0.9957315540488131,0.23327675983152452,-1.5264653210463048,-0.6623699530414018,1.2124399011560845,-0.9450618595437627
E01000122,-0.6165419500698134,-0.30290795424907013,-0.9486118186152631,-1.1642713888564094,-0.6570200019397111,-1.51819178254548,-0.6699450754103384,-1.9362967750060154,-1.5576935448572862,0.2988879667975199,-1.1038008067349927,-0.8361738596231252
E01000123,-0.6730774826390794,-1.18189499740215,-0.9486118186152631,-0.05237278116227307,-0.6570200019397111,-0.46102770359784573,0.38751929987957834,-0.1809719371836186,-1.6558393911203704,-0.8975779610329949,-0.9772034106549815,-0.03232421315018403
E01000124,0.06839420039911126,-0.14998247930389133,0.8788236212549086,0.9370998373552653,-0.6570200019397111,1.4355025864609041,1.43888700337176,0.19131040057672202,-0.025279990704127907,-0.5646650818857147,0.4539617155155519,0.3039475513106081
